Sulfate,ph_deviation,ph,Hardness,Chloramines,Solids,log_solids,chloramines_to_thm,hardness_to_conductivity,Organic_carbon,Trihalomethanes,Turbidity,organic_to_turbidity,Conductivity,log_conductivity,total_who_compliant
2.0963357539635012,-0.2223648184002033,0.5375897255657116,0.3807958710713706,-0.8097428575956193,0.05549622735370124,0.2431465866691701,-0.4222470003830503,-0.5002850974449906,0.5678638811197033,-0.37400368034491993,-0.1781926232312982,0.3758754823798823,0.9295342494844149,0.9359090755102107,0.3480299746932601
1.8462876577549963,-0.07261616517528627,-0.7469014271904817,0.9604592575476497,0.8720041378160975,-1.0301912519636505,-0.9574822023072995,2.1602159501121205,2.1243994249745954,-2.1800108630985915,-1.6137518476280794,-0.48860415676598945,-1.451207832434015,-1.506064447141683,-1.6456947700251625,0.3480299746932601
-0.01102638134595247,0.44334493138296893,0.9856900831279639,1.0073706330161176,-0.5987527372492625,0.8310551922816528,0.822857017842309,-0.30162452649706434,1.2452344064783336,0.08571219289317693,-0.3599138772375064,0.549670252780165,-0.36290472797212914,-0.8200516044252337,-0.7809734336977365,1.4993412546128833
-0.01102638134595247,-0.8293545498827339,-0.23752817423912442,0.6891946744053932,0.03234249138377314,0.004592209067574948,0.1992351004250158,-0.42581937653892254,0.872658360856807,0.7784929091702695,0.5099381225009383,-0.09191043975657136,0.46190471126956334,-0.6793651754519912,-0.6200379658783819,1.4993412546128833
-0.22282542155909452,-0.574051613091465,-0.409376847478659,0.18069471999345765,-0.584584860997451,-0.552783217530724,-0.3487644452335564,0.4633862887341714,-0.46067445760451586,0.6896442971004509,-1.2899752658645862,-0.547105961016416,0.7471847179090437,0.6688963129298862,0.7132359282413551,0.3480299746932601
1.5302152085008531,-0.3100653362564002,0.47855704139283234,-0.441428731745004,1.1136977621592776,-0.24683149175936497,-0.03138607956953196,0.908140493668709,-0.8359686418809307,-1.6481465298009084,-0.536466931451839,-0.5567085827615,-1.022464470634124,0.7591150866797733,0.7913917933508198,0.3480299746932601
0.29257172307728946,-0.8617720488521513,-0.2157074139390068,-1.3289659506448157,-0.6600418909838534,-0.7347031815530639,-0.5615127179312942,-0.14875779455431215,-1.7625387931593348,0.8674909816516057,-0.6496658900698521,-1.2310138507336208,1.5793243520167046,2.109985711855697,1.8402547073614282,0.3480299746932601
-0.5347903993329809,-0.9765682970088494,-0.13843614089159234,0.43957417564279483,0.08239566287484086,-0.8776341112761908,-0.7442566642708478,-0.28688985576537346,-0.8700302897189959,0.5137807464916666,0.28590400790398973,0.1654915366613357,0.11560518154930527,1.7682754524760995,1.59416624827979,0.3480299746932601
-2.096300719896392,-1.0637247563611532,-0.02874370903045107,0.70967521989586,-0.21940464463497256,1.0731404412317997,0.9766576848324273,-0.4527391776247145,0.44526551858567615,0.5901788412260305,0.30119406980566027,-2.5608086424400036,3.6270713715315535,-0.2029050199780119,-0.10912076654560744,0.3480299746932601
0.5255196783913364,-1.0623386740909377,-0.027810713890907852,-1.0941065758747865,-0.05519188008105713,0.8697943082282109,0.8481960703981771,-0.7967760630959702,-0.3740428596618532,1.6735707702743683,1.3241746942528134,-0.613018592194187,1.5607349597858777,-0.6455027706654564,-0.5820307362711208,0.3480299746932601
-1.0040722988005457,-1.0637247563611532,-0.02874370903045107,1.1797298309256243,0.11682324406092336,0.6249538382639509,0.6829576266886483,0.23732746841105207,-0.002528071785849953,0.5334284562403087,-0.4946838874313317,-0.9982522542787983,1.0347769670873506,0.7804342543329407,0.8096909215473411,0.3480299746932601
1.0702538225179548,-0.4316580819210101,-0.50522431291358,-0.4912798499586988,-0.4119289267813812,-0.5043465078198223,-0.29539604316186463,-0.4177804392024138,-0.30137752901375053,-0.8153463798635743,0.0316971304024962,0.7265629623261292,-0.9797974919298438,-0.20153893664299904,-0.1077254131140096,-0.8032813052263632
-0.022430793102440276,0.6720023848653978,1.139603236267336,-2.502560685493379,1.0374590374512846,0.19596123543668467,0.35999568510861113,1.1985345070058386,-0.8817021105840002,0.6969276864800552,-0.8599750615167795,-1.3877807511764273,1.6165588129924628,-1.3540974443244813,-1.4414236462779386,0.3480299746932601
-2.096300719896392,-1.0637247563611532,-0.02874370903045107,0.5995171394767081,-0.8501680568680386,0.408436417167178,0.5258254908270679,-0.7908827036533913,0.2012370493853067,-0.7373566770191903,0.32138021446287557,-1.0810884359399058,0.027293851265177967,0.018814244750123728,0.11260778337718387,0.3480299746932601
0.2895718660838208,0.2724895314477851,0.870684458188065,3.1291420710992197e-05,0.15549923890443584,-0.3186685876657039,-0.10193321939842429,-0.3353424127542853,0.22738129073644994,-0.03707226592043158,0.45189569082782816,1.885712295852379,-0.9418153310949823,-0.4822998249392547,-0.4026311711251543,0.3480299746932601
-0.01102638134595247,-0.8857890676442943,-0.199541157230518,0.04931984117623217,-0.04045461585874886,1.6368389436813409,1.2982050102520117,0.14030565006497844,-0.45099031989884814,-1.0318043411673916,-0.49796754744570926,-0.5176926880622755,-0.5752037718232464,0.5290327940780206,0.5897140027055174,0.3480299746932601
1.0431449616531,-0.6184511204964503,-0.3794907970636817,2.5156631681133264,-0.23409840144671004,0.42821259331974454,0.5406481197812693,-0.7015938000962759,0.633189925953455,0.6981746674171642,0.8480698026841789,-0.46589052406090803,0.6867327290775397,0.8617299048170339,0.8788881146140848,0.3480299746932601
0.835811630724502,0.5735782898681656,1.0733523331141737,-1.1447908130639486,-1.8107558854463939,0.21558666646423355,0.3758426155265112,-1.2125970368930887,-1.2113015697817708,-1.5993065605335555,0.08321583698748909,-1.5047378920623322,-0.43590732408058347,0.7772887151239994,0.8069950011718298,-0.8032813052263632
-0.059867222575154075,-1.0393242582211268,-0.09619405465574608,-0.731513945571799,-0.2675106190576172,-0.20043168033584996,0.013017023660957604,-0.33758275785944253,-0.11467488124325766,1.7268950319749605,0.0316971304024962,0.7588437665041929,0.5089377159243798,-0.6615668516352569,-0.6000266310400643,1.4993412546128833
