Sulfate,ph_deviation,ph,Hardness,Chloramines,Solids,log_solids,chloramines_to_thm,hardness_to_conductivity,Organic_carbon,Trihalomethanes,Turbidity,organic_to_turbidity,Conductivity,log_conductivity,total_who_compliant,Potability
368.51644134980336,0.03545551588757068,7.035455515887571,204.8904554713363,7.300211873184757,20791.318980747023,9.942338917717066,0.08391919012440169,0.3630822486832097,10.3797830780847,86.9909704615088,2.9631353806316407,3.502971765299604,564.3086541722439,6.337371872554412,3,0
333.38942610169323,3.110893043159772,3.889106956840228,129.42292051494425,6.635245883862,18630.057857970347,9.832585244483319,0.11779432938955196,0.21829333159028738,15.18001311635726,56.32907628451764,4.500656274942408,3.372843606837739,592.8853591348523,6.386686302646643,3,0
333.38942610169323,1.0991241892983972,8.099124189298397,224.23625939355776,9.275883602694089,19909.5417322924,9.899004605743452,0.13965478083904284,0.5356735085614777,16.868636929550973,66.42009251176368,3.0559337496641685,5.519959786904726,418.6062130644815,6.0393166835252,4,0
356.88613564305666,1.3167658842146786,8.316765884214679,214.3733940856225,8.05933237743854,22018.41744077529,9.999679954012779,0.08031889390042285,0.5901270388448652,18.436524495493305,100.34167436508008,4.628770536837084,3.9830275373865796,363.2665161642437,5.897885786982821,4,0
310.13573752420444,2.0922234562909647,9.092223456290965,181.10150923612525,6.546599974207941,17978.98633892625,9.797014548232566,0.20459407642789185,0.45455972252438415,11.558279443446397,31.997992727424737,4.075075425430034,2.836334398863863,398.4108133818447,5.98999049468093,4,0
326.6783629116736,1.415913361543911,5.584086638456089,188.3133237696164,7.54486878877965,28748.68773904612,10.266382184915942,0.13738460308419462,0.6714255442424614,8.399734640152758,54.91786184199447,2.5597082275565217,3.281519068543218,280.4679159334877,5.640018465714566,4,0
393.66339551509645,3.2238621645287715,10.223862164528772,248.07173527013992,7.5134084658313025,28749.71654352824,10.266417969168074,0.08880724069765471,0.8745648009416966,13.789695317519886,84.60355617402357,2.672988736934779,5.158903203771019,283.6516335078445,5.6512660940345665,3,0
303.3097711592812,1.6358487185007338,8.635848718500734,203.3615225845705,4.563008685599703,13672.091763901635,9.523185075608263,0.0726613293939536,0.4284834522224077,12.36381669870525,62.79830896292516,4.401424715445482,2.809048135316279,474.6076449424485,6.164593238998724,3,0
268.646940746221,0.03545551588757068,7.035455515887571,118.98857909025187,7.804173553073094,14285.583854224516,9.567076183858141,0.14471241313052657,0.30558820124836666,12.70604896865791,53.92884576751224,3.5950171809576155,3.5343490155238553,389.3755658712614,5.967109265160339,5,0
400.3224341668413,3.258615434291343,10.258615434291343,227.23146923797452,9.077200016914391,25484.50849098786,10.145865275134947,0.12611320568941461,0.40297449801005086,17.92780641128502,71.97660103221915,4.370561936655497,4.101944456840149,563.8854814810949,6.336623022958444,3,0
326.62435345560164,0.36064010583825823,7.360640105838258,165.52079725952862,7.550700906704114,32452.614409143884,10.387567099878469,0.0958940730085859,0.3891096579804842,15.586810438033126,78.74001566430479,3.662291782852457,4.2560252175941535,425.3834194953873,6.055338987234875,4,0
333.38942610169323,0.9745216489238686,7.974521648923869,218.69330048866644,8.110384501123875,18767.65668181348,9.83994355972133,0.10603762536130902,0.6006436768739473,14.525745697593209,76.48591117965157,4.011718108339787,3.6208282048950715,364.0982304620487,5.900166441928533,5,0
282.3440504739606,0.11982438426455211,7.119824384264552,156.70499334039215,3.60603609050572,18730.81365334272,9.837978622215445,0.045358499886159184,0.45067075220672304,15.9295359088257,79.5007783369744,3.445756223321899,4.622942034630273,347.71502726194376,5.854255047854684,6,0
299.41578134685847,0.03545551588757068,7.035455515887571,150.1749233951362,6.838223470687509,27331.36196192776,10.215826698968538,0.08937686290691027,0.39544501113069613,19.370807181232124,76.5099955279583,4.413974182974902,4.388517465151835,379.7618348257725,5.942174074222667,5,0
333.38942610169323,0.4962322079733603,7.49623220797336,205.3449821581852,5.072557773840631,28388.00488673697,10.253757197311202,0.07215565231874023,0.4618174475884728,13.228311099224529,70.30021264692436,4.777382337225378,2.768944873263468,444.6453523327066,6.099523461559496,4,0
364.4876872467604,0.6527282394606839,6.347271760539316,186.7328806605761,9.629596276480584,41065.23476453935,10.622941524260886,0.1282721286187404,0.36136489208898864,11.53978119153942,75.07161728663777,4.376348290691898,2.6368510429648517,516.743281893657,6.249479524611901,3,0
333.38942610169323,0.05178580001684541,7.051785800016845,211.04940606054572,10.094796011661426,30980.600786788866,10.341148784255969,0.17819082176256665,0.6696977747038104,20.39702184072246,56.65160378979331,4.268428857506186,4.778577257127364,315.1412672443021,5.756189161932081,5,0
398.3505168222779,2.1815600071515355,9.181560007151536,273.81380665980095,6.904989726470096,24041.32628006128,10.087571151024973,0.0966309057037606,0.5728626209544636,13.387340780225545,71.4573622129516,4.503660796179122,2.972545760781433,477.9746418621779,6.171647656264626,3,0
333.38942610169323,1.975464347533963,8.975464347533963,276.3928337208903,6.204320858892474,19460.398131232112,9.87618819957397,0.09721404729716114,0.6406227447656653,12.88875905430399,63.82123709666397,2.4360855903052734,5.29076392669969,431.44398999034894,6.06945281507322,3,0
335.75443859606526,0.37105030242953063,7.371050302429531,214.49661045715652,4.432669290372123,25630.320036999725,10.151570321621385,0.07058696524387933,0.45645875260829355,12.509163940498697,62.79727715266126,2.5602991476149146,4.885819325578601,469.9145514792359,6.154676658193255,4,0
333.38942610169323,0.03545551588757068,7.035455515887571,227.435048351156,10.33391788821868,22305.56741374141,10.012636416949116,0.22770552289475576,0.4099257642097004,16.33169328269446,45.38281517787093,4.13342264357917,3.951129787546455,554.8200864605433,6.320444656382877,4,0
310.93085831787846,0.3397879738818972,6.660212026118103,168.28374685651832,5.858769130547582,30944.363591242687,10.339978463700257,0.07604611598744808,0.32135377160872763,17.88423519296481,77.0423180517003,3.7497012410996176,4.769508095053482,523.6712975009444,6.26277196651097,4,0
326.943977743867,0.03545551588757068,7.035455515887571,215.97785868806776,5.607060453087125,17107.224225827616,9.747314575750718,0.09367664832697678,0.49507115584137057,14.189062206123708,59.85547582615388,5.459250956028731,2.599085427895395,436.2561939726492,6.08051927954486,3,0
333.38942610169323,3.097524314084904,3.902475685915096,196.9032467083208,6.996311586298768,21167.50009896877,9.960269511310395,0.07758018954604556,0.44299797811489283,16.609033155789916,90.1816758847452,4.528522696326911,3.667648503034557,444.478882506898,6.099149844007113,2,0
328.3582406986835,1.5996982192705334,5.400301780729467,140.7390622511396,10.056852484033495,17266.593421923077,9.756586811223464,0.17664703213422986,0.29762482214062974,11.256381166909478,56.9319064457562,4.824786389767524,2.3330315426503905,472.8740732754293,6.160941618203733,3,0
323.5963490101317,0.4855849067483238,6.514415093251676,198.7673512594561,8.67093691991312,21218.702871190195,9.962685409769762,0.10859325068490598,0.4809386491653453,14.899999566696977,79.84784281372556,5.200885076539757,2.864896355624504,413.2904500885347,6.026567298102103,3,0
384.0070058017212,3.110893043159772,3.889106956840228,207.92626018799376,8.782147480773485,33424.7686784948,10.417082398818499,0.2899872543579817,0.47064940543912936,13.80590221127079,30.284597198002704,4.184396969028851,3.29937599469655,441.7858756739387,6.093086302570405,3,0
304.0019927974152,0.03545551588757068,7.035455515887571,145.76818060217258,7.906444720606137,13224.935638976958,9.489935001972727,0.1596073378142716,0.48753421577014777,12.729524720542258,49.536848802021865,4.004871127571583,3.178509654005109,298.99066649993244,5.703751362505331,5,0
395.3894903418456,0.03545551588757068,7.035455515887571,266.4210180681174,7.700063469729127,26362.965012309312,10.179753395070733,0.14526124223746742,0.7309617519227518,10.34895075743782,53.00838135392041,3.9915642477993054,2.5927048951895677,364.48010670373776,5.901211850085444,5,0
